Tweet,Location,Created_Date,Username,Screen_Name,Polarity,Match
"Wright_Worx: Our Founder &amp; CEO, Darius Wright, was born and raised in Durham, NC.

He graduated from North Carolina Agricultural &amp; Tec","Durham, NC",2019-10-30 23:56:53,G A B R I E L L E,Kissher_avi,Nutral,
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,"T: 9.1169094,7.40491",2019-10-30 23:56:15,Sameer Soye,sameer_soye,Nutral,
"AyoCaesar: If you don't want free social care for the elderly
If you don't want 850,000 green jobs
If you don't want free university ed",Unceded Yuchi territory,2019-10-30 23:55:49,Franoise Hardly Member of the Squad,HardlyTimes,Positive,free
"AyoCaesar: If you don't want free social care for the elderly
If you don't want 850,000 green jobs
If you don't want free university ed",,2019-10-30 23:55:23,Negomi_Ue,NegomiUe,Positive,free
Before everyone got a highschool AND university education I was sooooo ahead of the crowdddd now I'm not,Toronto ,2019-10-30 23:55:10,Drew Tempest ,StormsOfSong,Nutral,
brettminnich17: So excited to announce that I will be furthering my education and baseball career at Texas A&amp;M University. Thank you to,,2019-10-30 23:54:51,Rejy Bacchus,txagftbl,Positive,"excited,thank"
"StetsonU: Our Board of Trustees has elected Christopher F. Roellke, PhD, currently Dean of the College Emeritus and Professor of Educat",Florida,2019-10-30 23:54:00,Mary Dunn,DunnMmjs1,Nutral,
"ItsMutai: In Denmark there is
1. Free health care
2. Free education
3. 14 mnths maternity leave with full salary
4. 2-yrs salary when u",,2019-10-30 23:52:34,Wellingtone Luvonga,luvonga05,Positive,free
isiomaokoh: MomentsWithBren You are a blessing to the twitter community. There's so much to learn on your TL. This is what social medi,Probably stuck in a book,2019-10-30 23:52:06,Reee-reee,OlieRejoice,Positive,blessing
"KellyMeyerhofer: After publication of my story on a ""toxic"" UWMadison lab, NSF reached out w/ more information.

I pieced together a","Occupied Ho-Chunk Land, WI",2019-10-30 23:51:52,Juniper Lewis,JuniperBarry,Nutral,
What qualifications do these people hold? are these people qualified to run the country? Or their qualification is,,2019-10-30 23:51:28,Lania Kea,kea_lania,Positive,qualified
"observerug: SHAME: #Uganda People's Defence Forces (UPDF) soldiers captured on phone video flogging, forcing half naked Makerere Univer",Twitter,2019-10-30 23:51:07,The Malbie,The_Malbie,Nutral,
"Kipso is a modern and professional looking online education learning WordPress Theme, It is perfect for any school,",WordPress,2019-10-30 23:51:02,WordPress,2WordPress,Positive,"modern,perfect"
"AyoCaesar: If you don't want free social care for the elderly
If you don't want 850,000 green jobs
If you don't want free university ed","Missouri, USA",2019-10-30 23:50:31,Democratic Restoration Movement ,NoFascistLies,Positive,free
"In my experience, people like to pretend that transphobia comes from uneducated working people but thats its th","Sydney, AU",2019-10-30 23:50:30,Joan Westenberg,Jonwestenberg,Nutral,"like,pretend"
"Wright_Worx: Our Founder &amp; CEO, Darius Wright, was born and raised in Durham, NC.

He graduated from North Carolina Agricultural &amp; Tec",,2019-10-30 23:49:21,Chris Abraham,_chrisabraham1,Nutral,
cbcnewsbc: B.C. school trustees approved a motion urging federal and provincial governments to make funding available for vape educatio,"Kamloops, BC",2019-10-30 23:49:13,Dave MacDonald,dmacdonald_dave,Positive,available
"TheGunBlog: Its great to see Canadas biggest media (CBC, Globe, Star, ...) digging into the causes of violent crime at the intersecti",Somewhere,2019-10-30 23:48:14,js1006,Jwls1006,Negative,"great,violent,crime"
'It's an educational revolution': how #AI is transforming university life  #highered #ethics,New Jersey,2019-10-30 23:47:03,S. Stoerger,csoleil,Nutral,
Cozy dinner with conversations about the governance challenges with regard to Maker Education. Ofcourse made the de,"Arnhem, Nederland",2019-10-30 23:46:38,Maarten,MaartenHennekes,Positive,"cozy,regard"
"AyoCaesar: If you don't want free social care for the elderly
If you don't want 850,000 green jobs
If you don't want free university ed",,2019-10-30 23:46:14,Truthseeker,elknott,Positive,free
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,Right by your side..,2019-10-30 23:46:12,A,ms_ammah,Nutral,
GovRonDeSantis: Thank you to the FLBOG and our state university trustees for inviting me to highlight Floridas top-rated higher educa,"Florida, USA",2019-10-30 23:46:01,Sissy Platt.,Psissy514Platt,Positive,thank
Please  &gt;&gt; Free Education University - How to graduate DEBT FREE! Get 75% off for a limited time!  Link in Bio,USA,2019-10-30 23:45:05,Soliaka - Free Education University,Camswr_73js,Negative,"free,debt,limited"
its_shamex: I turned to a LAWYER for almost 2 hours just so that my work wont be cancelled. My children arent going to a public unive,Nigeria,2019-10-30 23:44:31,sue,muazzamberjoga,Positive,work
elind_51: I am beyond blessed to announce that I have committed to play baseball and further my education at The University of Tampa #G,"Atlantic Beach, FL",2019-10-30 23:44:29,Jason Smith,CoachSmitty904,Nutral,
"lesleyabravanel: realDonaldTrump GovDunleavy Dunleavy made his own bed, you petulant #PABPotus. His cuts to public assistance, educat","Michigan, USA",2019-10-30 23:43:20,Wendy Nite,Nite_Titan,Nutral,
ethan_sannes: I am proud to announce that I have committed to Augustana University to further my education and play college baseball at,"Twin Cities, MN",2019-10-30 23:43:03,Blizzard Baseball,BlizzardBasebal,Positive,proud
"Prof Anil Kumar Jain, a University Distinguished Professor in the Department of Computer Science &amp; Engineering at M",,2019-10-30 23:42:28,#NodeProm,BlockChainTEAMu,Positive,distinguished
"gracemendel14: Im very excited to announce I am verbally committing to further my education and continue to play soccer in Cambridge,",,2019-10-30 23:41:54,Cooper Mendel,cooper_mendel,Positive,excited
brettminnich17: So excited to announce that I will be furthering my education and baseball career at Texas A&amp;M University. Thank you to,"College Station, Texas",2019-10-30 23:41:52,#BTHOutsa,originaljarhead,Positive,"excited,thank"
Students of color demand racist exams like SAT and ACT be dropped from the University of California admissions cr,,2019-10-30 23:41:01,Eric Orcadian,EricOrcadian,Nutral,"racist,like"
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,inside islam ,2019-10-30 23:40:56,Muhseen Alka,bonito__Alka,Nutral,
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,"Kano, Nigeria",2019-10-30 23:40:34,Adam Rano,Adam_ranoh,Nutral,
its_shamex: I turned to a LAWYER for almost 2 hours just so that my work wont be cancelled. My children arent going to a public unive,Desert,2019-10-30 23:40:01,.,Danshayi_,Positive,work
"Reckin007 kimy538 BlackTy21st Sflecce fordnation The budget marginally moved, and every year there's inflation",,2019-10-30 23:39:43,Dale,gappy512,Negative,marginally
"honeywell: By cutting CO emissions by 80% at Eindhoven University of Technologys Atlas building, we helped it achieve the highest #BR",,2019-10-30 23:39:22,Oscar Leon,oscarluis75301,Positive,helped
"Don't stress, your ATAR isn't the final call. There are many ways to get into university #education","Sydney, New South Wales",2019-10-30 23:39:01,Brown's Bookmarks,brownomics,Nutral,
"notderekblois: Rest of Canada: we want better healthcare, education systems, social services, rent control, etc.

Alberta:","Prince Edward Island, Canada",2019-10-30 23:38:23,Blakeney Elizabeth,blakeneymac,Positive,better
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,"Gombe, Nigeria",2019-10-30 23:38:18,Reserve billionaire ,Musty_hasheedu,Nutral,
"lesleyabravanel: realDonaldTrump GovDunleavy Dunleavy made his own bed, you petulant #PABPotus. His cuts to public assistance, educat","Sitka, AK",2019-10-30 23:38:15,Marlis Boord,BoordMarlis,Nutral,
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,"Abuja, Nigeria",2019-10-30 23:38:01,Zaharaddeen,LMaccido,Nutral,
"gracemendel14: Im very excited to announce I am verbally committing to further my education and continue to play soccer in Cambridge,","Texas, USA",2019-10-30 23:37:48,Courtney Grantland,courtney_blake3,Positive,excited
rebekahallen: .UTAustin to shut down Pi Kappa Phi fraternity for four years after hazing allegations. The frat can still appeal the sa,,2019-10-30 23:37:00,Chris Graham,RetiredBoomer55,Positive,appeal
"SDGMasterglass: Revealed: rightwing push to ban criticism of Israel on US campuses

Documents seen by Guardian show fresh attack on uni",AUSTRALIA,2019-10-30 23:36:54,xen kallas,xenkallas,Negative,"criticism,fresh,attack"
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,"England, United Kingdom",2019-10-30 23:35:57,M hamza,capt_moh,Nutral,
"I keep telling this to every University Young folks I have the chance to have words with. Some might even say ""Educ","Abuja, Nigeria",2019-10-30 23:35:21,TheToniSmart Agency,thetonismart,Nutral,
The state Senate Higher Education Committee is traveling around New York to listen to students and university leade,"Buffalo, NY",2019-10-30 23:35:00,Spectrum News BUF,SPECNewsBuffalo,Nutral,
"PatrickAKarlson: When Elizabeth Warren taught at Harvard Law, she was the ****only**** tenured professor who didnt get their undergrad",Connecticut,2019-10-30 23:34:50,Jordan,jpd__95,Nutral,
"lesleyabravanel: realDonaldTrump GovDunleavy Dunleavy made his own bed, you petulant #PABPotus. His cuts to public assistance, educat","Wayne, Michigan, 48184",2019-10-30 23:34:22,Shaun Thomason,KNOWITALL1979,Nutral,
Huawei_Europe: #Huawei announces a groundbreaking #WiFi6 pilot involving a series of verification tests at Mondragon University in Spai,"Sabah, Malaysia",2019-10-30 23:33:52,Rose Anne Simple Life,RoseAnneSimple2,Positive,groundbreaking
"GotabayaR: I will ensure ALL who pass A/Ls and are unable to get university entrance, will have a university education through massive","Colombo, Sri Lanka",2019-10-30 23:33:50,Harsha Chandrasena,harshaeranga84,Negative,unable
"#StickerShock 

University of Chicago projected to be the first U.S. university to cost $100,000 a year

But few",,2019-10-30 23:33:32,#NodeProm,BlockChainTEAMu,Nutral,
LouiLordNelson: Episode #18 of #UDL in 15 Minutes is live! Dr. Justin Freedman of Rowan University's College of Education shares how he,,2019-10-30 23:33:14,rocher,omrocher,Nutral,
merry123459: JennyTalea best4k8 Trudeau has 2 University degrees. Underachiever? He was re-elected. Thats like saying the rest of th,,2019-10-30 23:33:06,Cynthia,Tintie4,Positive,like
EdDieterle: Reading and thinking about the work of Stephanie Jones from the Harvard University Graduate School of Education on a smarte,"Washington, DC",2019-10-30 23:33:05,Emma Garca,emmagg01,Positive,work
"UTMErequirements forEducation and Physics in Anchor Uni...
 Twitter  UTME%C2%A0requirement","Lagos, Nigeria",2019-10-30 23:32:52,Ojasweb,Ojasweb,Nutral,
ParksCanada: Dr. Jenny Trout was the first female licenced doctor in Canada and a supporter of womens medical education. Learn more ab,"New Brunswick, Canada",2019-10-30 23:31:36,My New Brunswick,mynewbrunswick,Positive,supporter
"AyoCaesar: If you don't want free social care for the elderly
If you don't want 850,000 green jobs
If you don't want free university ed",,2019-10-30 23:30:59,Connor Cusack,connor1608,Positive,free
"Free Education University - How to find scholarships and grants specifically tailored to your personality type, hob",United States,2019-10-30 23:30:53,Larry L. Robinson - Free - Education - University,dealsoftakis,Positive,free
"Should students receiving acedemic scholarships not be allow to work jobs in their field, because the university is",,2019-10-30 23:30:35,Ryan Daniels,TooCockyRJD,Positive,work
"Can you recommend anyone for this job? Academic Records Analyst-Cntrl -  #Education #LomaLinda, CA","Orange County, CA",2019-10-30 23:30:29,TMJ- CAO Educ. Jobs,tmj_cao_edu,Positive,recommend
humanworkplace Education is a basic human right and should be free. Student athletes should be able to capitalize,,2019-10-30 23:30:29,HawkeyeFan,_coachpaul,Positive,right
"As Dean of Iowa States College of Human Sciences, Laura Jolly oversees the events and current programs of the coll","Ames, IA",2019-10-30 23:30:00,Iowa State Daily,iowastatedaily,Positive,jolly
"notderekblois: Rest of Canada: we want better healthcare, education systems, social services, rent control, etc.

Alberta:",,2019-10-30 23:29:42,Dana ,danabuchan,Positive,better
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,"ABU Zaria,  Kaduna State",2019-10-30 23:29:04,ahbdoul,ahbdoulbhasit,Nutral,
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,"Lagos, Nigeria",2019-10-30 23:28:50,El Chapo,___Fabee,Nutral,
"helenzille 
Being a Masyers student at Walter sisulu university, studying very hard without recognition is frustra",,2019-10-30 23:28:00,Mandiswa Mpengesi,MandiswaMpenge1,Negative,hard
Marynnnd: Im beyond excited to announce my commitment to University California Berkeley to play water polo and further my education!!!,So Cal,2019-10-30 23:28:00,Stacy Dempsey,Stacy_A_Dempsey,Positive,"excited,commitment"
"AhmadGanga: I thought I had seen it all in my life, then boom! This female graduate has proven to me that I'm yet to see vagarious happ",Daz-How-Star-Do,2019-10-30 23:27:46,I'm Born Av8r,AbuSaddiqsani,Positive,proven
"GhanaianMuseum: Viemens Bamfo, He is 12-year-Old. He has been offered a distance learning course in Public Administration at the Univer","Accra, GH",2019-10-30 23:27:24,#EXXODUS ,Ohene233,Nutral,
ParksCanada: Dr. Jenny Trout was the first female licenced doctor in Canada and a supporter of womens medical education. Learn more ab,"Sacramento, CA",2019-10-30 23:26:31,Cheryl Anne Stapp,CherylAnneStapp,Positive,supporter
"theworldindex: Countries in which the most current world leaders received higher education as of 2019:

USA: 62
UK: 59
France: 40",USA ,2019-10-30 23:25:55,jung ,him_bs,Nutral,
"thedsggroup CharlotteCGill The left wing/socialist/communist indoctrination that is happening in our schools, col",London Town!,2019-10-30 23:25:03,Ryan,LandanTownRyan,Negative,indoctrination
Cat food and ghost pepper soup: University of Texas closing down Pi Kappa Phi fraternity over hazing allegations,ATX,2019-10-30 23:24:59,Jay_Maguire,Jay_Maguire,Negative,allegations
"gracemendel14: Im very excited to announce I am verbally committing to further my education and continue to play soccer in Cambridge,","Schertz, TX",2019-10-30 23:24:59,shelby oneal #15,shelbyoneall,Positive,excited
"AyoCaesar: If you don't want free social care for the elderly
If you don't want 850,000 green jobs
If you don't want free university ed",Edinburgh,2019-10-30 23:24:42,AndyLegge,AndyTelferLegge,Positive,free
UNHOnline: The National Security Agency and the Department of Homeland Security have named UNH as a National Center of Academic Excelle,"Durham, NH",2019-10-30 23:24:26,UNH 'Cat Club-FB,UNHCatClub,Nutral,
Huawei_Europe: #Huawei announces a groundbreaking #WiFi6 pilot involving a series of verification tests at Mondragon University in Spai,,2019-10-30 23:23:41,Anara Rodriguez Lozano,AnaraLozano,Positive,groundbreaking
Huawei_Europe: #Huawei announces a groundbreaking #WiFi6 pilot involving a series of verification tests at Mondragon University in Spai,Latitud de los caballos,2019-10-30 23:23:37,Juan Luis Piqueras,jlpiqueras,Positive,groundbreaking
colorcon: Grand opening of Colorcons new coating facility at the University of Guadalajara! The new facility allows us to expand our t,,2019-10-30 23:23:16,Reyna Melo,entirely_pretty,Positive,grand
Huawei_Europe: #Huawei announces a groundbreaking #WiFi6 pilot involving a series of verification tests at Mondragon University in Spai,ESPAA,2019-10-30 23:23:07,JMTR  ,ORKOH,Positive,groundbreaking
AnarchistGeog: Heres a strange idea  what if a university marketed itself as a place to acquire an education?,,2019-10-30 23:22:59,Darin Allen Bauer,Darin73,Negative,strange
Huawei_Europe: #Huawei announces a groundbreaking #WiFi6 pilot involving a series of verification tests at Mondragon University in Spai,Sanggamryong,2019-10-30 23:22:51,Michael ,Mike60319099,Positive,groundbreaking
"SminPowerGroup: STEM Education creates social &amp; economic power.

""...A little learning creates demand for more learning... and the dema",,2019-10-30 23:22:42,Alain Matonda,almatonda,Nutral,
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,European Capital of trophies,2019-10-30 23:22:41,Conqueror,ymaitama_ym,Nutral,
"rggoobi: 1. Stop randomly appointing Professors to manage Makerere. Appoint trained MBAs.
2. The state must subsidize university educat",World  ,2019-10-30 23:22:14,Oguttu Wafula,Oguttu_Wafula,Nutral,"randomly,subsidize"
#Huawei announces a groundbreaking #WiFi6 pilot involving a series of verification tests at Mondragon University in,,2019-10-30 23:22:09,Huawei Europe,Huawei_Europe,Positive,groundbreaking
"AyoCaesar: If you don't want free social care for the elderly
If you don't want 850,000 green jobs
If you don't want free university ed","England, United Kingdom",2019-10-30 23:21:13,James Rasmussen,JamesRa85950468,Positive,free
cbcnewsbc: B.C. school trustees approved a motion urging federal and provincial governments to make funding available for vape educatio,,2019-10-30 23:20:37,Martina Herrick,HerrickMartina,Positive,available
"AyoCaesar: If you don't want free social care for the elderly
If you don't want 850,000 green jobs
If you don't want free university ed",,2019-10-30 23:20:00,Hazim #GTTO,Ha21m,Positive,free
ISGOelke: Trump (Trump University) picked George Mentz (Illuminati  books) for the Education Board because he has something in common w,"Pittsburgh, PA",2019-10-30 23:19:52,Lynn Jones,NewIndianSummer,Positive,trump
CovUni_GLEA: Fully-funded full time PhD studentships for Higher Education Research at Coventry University and Aarhus University,,2019-10-30 23:19:38,Coventry University Singapore Hub,CU_Singapore,Nutral,
MigraineTrust: Get migraine and returning to or starting college or university? We have a toolkit that can help you! It has info on stu,,2019-10-30 23:19:35,Conner Ladley,connerladley,Nutral,
"btw uhh im having a MASSIVE depressive episode, its really bad and im going to be on meds soon :)

also my family c",", ",2019-10-30 23:19:30, ,saffie_suffer,Negative,bad
W7VOA WhiteHouse POTUS Morons in the media need to be told what photoshop is.  the benefits of a university journalism education.,,2019-10-30 23:19:25,Kahnquistador,Kahnquistador,Nutral,"morons,benefits"
OUScotland: #JennieLee? Who was she?! 10 things you might not know about this inspirational Scottish woman are in today's TheScotsman,University of Saint Andrews,2019-10-30 23:18:53,Irene Johnson,IreneJo32305136,Positive,inspirational
"helenzille 
Depressed masyers student is frustrating and so demotivating at Walter Sisulu University.
Nees a.job t",,2019-10-30 23:18:29,Mandiswa Mpengesi,MandiswaMpenge1,Negative,"depressed,frustrating"
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,"Kano, Nigeria",2019-10-30 23:17:58,@KOLAHR.,malan_kola,Nutral,
"lesleyabravanel: realDonaldTrump GovDunleavy Dunleavy made his own bed, you petulant #PABPotus. His cuts to public assistance, educat","Ontario, Canada",2019-10-30 23:17:33,OhMyGoshin,rubberduck610,Nutral,
OUScotland: #JennieLee? Who was she?! 10 things you might not know about this inspirational Scottish woman are in today's TheScotsman,"Kirkcaldy, Fife, Scotland.",2019-10-30 23:16:52,Kirkcaldy High,KirkcaldyHigh,Positive,inspirational
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,"Kaduna, Nigeria",2019-10-30 23:16:44,DAMAU,__ahmad_naseer_,Nutral,
SCMPNews: Dozens of Hong Kong Polytechnic University students defy managements warning by wearing masks during their graduation ceremo,Hong Kong / Beijing,2019-10-30 23:16:10,Ruanxiao,huawei1238cloud,Negative,"defy,warning"
"mgretailer: Katie Moore, a Clemson Extension associate with the universitys Pesticide Safety Education Program, wants farmers to under","Los Angeles, CA",2019-10-30 23:16:06,mg retailer,mgretailer,Nutral,
SCMPHongKong: Dozens of Hong Kong Polytechnic University students defy managements warning by wearing masks during their graduation ce,Hong Kong / Beijing,2019-10-30 23:16:06,Ruanxiao,huawei1238cloud,Negative,"defy,warning"
axcomrade: My university took me to collections over a $10 late fee that I didnt even know about. Really great efficient system of hig,Metro Detroit,2019-10-30 23:16:03,Russian Agent code name Human Residue ,angloshok,Positive,"great,efficient"
ParksCanada: Dr. Jenny Trout was the first female licenced doctor in Canada and a supporter of womens medical education. Learn more ab,,2019-10-30 23:16:01,embotavy,nembotavy_0101,Positive,supporter
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,lasgidi ,2019-10-30 23:15:59,Sern,Yung_sern,Nutral,
FSUartssciences: Did you know? floridastate is celebrating International Education Month in November! Check out the full schedule of e,,2019-10-30 23:15:24,FSU Department of Modern Languages & Linguistics,FsuModern,Nutral,
"Free Education University &gt;&gt; How to get grants for trade or vocational school, community colleges, or a university","Secaucus, NJ",2019-10-30 23:15:19,Johana Sothan - Free Education University,SothanJohana,Positive,free
"Wright_Worx: Our Founder &amp; CEO, Darius Wright, was born and raised in Durham, NC.

He graduated from North Carolina Agricultural &amp; Tec",,2019-10-30 23:15:11,Darius  Wright,RealKingWright,Nutral,
Gave a lecture based on my thesis at the Cambridge University Faculty of Education today and the questions I got fe,,2019-10-30 23:14:53,Hogai Aryoubi,HogaiAryoubi,Nutral,
Getting a Higher Education at Cannabis Training University - Dank,"Denver, CO",2019-10-30 23:14:07,Cannabis Training University,CannabisTU,Nutral,
"ExpressAces: COMMITMENT ALE
Congratulations to Olivia Guindon and family on her commitment to further her education and softball ca",,2019-10-30 23:13:35,Kristi Stefanoni,UMCoachKristi,Positive,"commitment,congratulations"
GAMONetwork: A must-read on getting your research into policy: If you can say here are the headlines &amp; heres what it means for you &amp;,"Enschede, Nederland",2019-10-30 23:12:59,Christiane Grnloh,c_gruenloh,Nutral,
"parisreview: As it is, I have had to work much harder than someone who has had a university education to write the sorts of things tha","Clydebank, Scotland",2019-10-30 23:12:49,Julie Rea ,juliepie76,Positive,work
"drpaolandmd: On a 10 hour flight youre bound to become friends with your neighbor. Mine today was a person from Israel, who told me gr",Canada,2019-10-30 23:12:37,NORTHICA Cannabis,NORTHICA_Canada,Nutral,
"CPFNational: Ultimately, this analysis shows how stakeholders need not isolate their research-based knowledge of FSL instruction to st","Charlottetown, PEI",2019-10-30 23:12:33,CPF PEI,CPF_PEI,Negative,isolate
ParksCanada: Dr. Jenny Trout was the first female licenced doctor in Canada and a supporter of womens medical education. Learn more ab,Canada ,2019-10-30 23:12:13,Sopranosfan75,mjones261,Positive,supporter
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,Jos so you know I Plateau much,2019-10-30 23:11:59,papi chulo,kayblade,Nutral,
SimonPGrindrod: I reject this nasty habit of shaming people for their education level. Pieces of paper do not define an individual. Som,,2019-10-30 23:11:43,Y,Yara_Abdallahh,Negative,"reject,nasty"
"BarinderRasode: Most people, business, professional and health associations would say more education is needed.  There needs to be supp",Canada,2019-10-30 23:11:22,NORTHICA Cannabis,NORTHICA_Canada,Nutral,
I can only speak about university-level education. There should be more emphasis on undergraduate research. St,"Oxford, England",2019-10-30 23:10:55,Majd Abdulghani  ,12majd12,Nutral,
"james_labour: With UKLabour you have the chance to vote for policies like:
 
A real living wage of at least 10 an hour
1m genuine",the deep sth Wales,2019-10-30 23:10:32,IvanMosovitch,IvanMosovitch,Positive,genuine
KellyMeyerhofer: UWMadison NSF Several readers reached out to ask for a copy of the university report and professor's response to it.,"Boston, MA",2019-10-30 23:10:14,"Dave Grawoig, Ph.D.",grawoig,Nutral,
"KellyMeyerhofer: After publication of my story on a ""toxic"" UWMadison lab, NSF reached out w/ more information.

I pieced together a","Boston, MA",2019-10-30 23:10:11,"Dave Grawoig, Ph.D.",grawoig,Nutral,
"Located at the heart of the University of Torontos downtown St. George campus, the Myhal Centre for Engineering In","Washington, DC",2019-10-30 23:10:08,Moya Design Partners,WeAreMoyaDesign,Nutral,
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,my house,2019-10-30 23:09:47,Ahmad Usman,Modiibboahmad,Nutral,
Pitt benches food-delivery robots after complaint from a student  via PittsburghPG,"Pittsburgh, PA",2019-10-30 23:09:34,Funky Cold Edema,lola_patty,Negative,complaint
"Qiu_dui: 8. Utrecht Excellence Scholarships for International Students


9. VU Amsterdam Fellowship Programme fo","Nairobi, Kenya",2019-10-30 23:09:33,Kazybot,kazybott,Positive,excellence
"Our Founder &amp; CEO, Darius Wright, was born and raised in Durham, NC.

He graduated from North Carolina Agricultura",,2019-10-30 23:09:32,Wright Worx,Wright_Worx,Nutral,
rebekahallen: .UTAustin to shut down Pi Kappa Phi fraternity for four years after hazing allegations. The frat can still appeal the sa,"San Antonio|Seguin|Austin, TX",2019-10-30 23:09:19,"Brooke Sjoberg, Journo!   ",Sj0b3rg,Positive,appeal
rebekahallen: .UTAustin to shut down Pi Kappa Phi fraternity for four years after hazing allegations. The frat can still appeal the sa,,2019-10-30 23:08:51,Steven Vaughan,steven_vaughan,Positive,appeal
"AyoCaesar: If you don't want free social care for the elderly
If you don't want 850,000 green jobs
If you don't want free university ed",,2019-10-30 23:08:42,Jim Mac,jamespaulmcgui1,Positive,free
bens3rd: I had a great time leading Christian Education at St. Timothy Episcopal - looking forward to being back there this Sunday. I w,"Saint Louis, MO",2019-10-30 23:08:01,St Tims Creve Coeur,StTimsEpiscopal,Positive,"great,leading"
ParksCanada: Dr. Jenny Trout was the first female licenced doctor in Canada and a supporter of womens medical education. Learn more ab,"Atlanta, GA",2019-10-30 23:07:59,Mitzi Rothman,MRothmanPetArt,Positive,supporter
ruthbeatty11: We are excited to announce our second annual Indigenous Education and Math Conference #IKMath2020 at Lakehead University,"Orillia, Ontario",2019-10-30 23:07:52,Teach & Inspire,MissLorincz,Positive,excited
ParksCanada: Dr. Jenny Trout was the first female licenced doctor in Canada and a supporter of womens medical education. Learn more ab,,2019-10-30 23:07:31,Parnian,ParnianHsn,Positive,supporter
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,"Port Harcourt, Nigeria",2019-10-30 23:06:21,BABAYAGA,sulaimanAbrk,Nutral,
The Art of Education University - What Kind of Paintbrush Are You?  via theartofed,Indiana,2019-10-30 23:06:11,Sarah ,littleq85,Nutral,
saudissnu: Members of Saudi Society at Newcastle University are pleased to offer their heartfelt congratulations to (Homoud Alanzi) for, -  ,2019-10-30 23:05:54,    UK,SaudiNCL,Positive,"pleased,heartfelt,congratulations"
ParksCanada: Dr. Jenny Trout was the first female licenced doctor in Canada and a supporter of womens medical education. Learn more ab,"Edmonton, Alberta, Canada",2019-10-30 23:05:41,PrimulaBlue,primulablue,Positive,supporter
"A new visit: University of Piura, Lima Campus. New opportunities for tbs_education students. #international","Toulouse, France",2019-10-30 23:05:38,Florence Ramillon,f_ramillon,Nutral,
Dr. Jenny Trout was the first female licenced doctor in Canada and a supporter of womens medical education. Learn,Canada,2019-10-30 23:05:09,Parks Canada,ParksCanada,Positive,supporter
cbcnewsbc: B.C. school trustees approved a motion urging federal and provincial governments to make funding available for vape educatio,"Caledon, Ontario",2019-10-30 23:05:06,JamarTheGay,Jamarcaledon1,Positive,available
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,luk ur left nd tke da  route ,2019-10-30 23:05:01,Yousouff,ybulams,Nutral,
RayTilde: All indigenes of Bauchi State with UTME scores 180 or above who have not secured admission into any Nigerian University shoul,"Kaduna, Nigeria",2019-10-30 23:04:58,Mista Maina,Official_Maina,Nutral,
_ARIPO: African University losing value by failing to protect intellectual property   AllthingzIP Africa_Univ,,2019-10-30 23:04:49,IESI,iesiafrica,Negative,"losing,failing,protect"
axcomrade: My university took me to collections over a $10 late fee that I didnt even know about. Really great efficient system of hig,"Raleigh, NC",2019-10-30 23:04:24,Karalyn Johnson,Karalyn2001,Positive,"great,efficient"
saudissnu: Members of Saudi Society at Newcastle University are pleased to offer their heartfelt congratulations to (Homoud Alanzi) for,"Newcastle Upon Tyne, England",2019-10-30 23:03:50,Dhaif |   ,Dhaifz,Positive,"pleased,heartfelt,congratulations"
My university took me to collections over a $10 late fee that I didnt even know about. Really great efficient syst,"Nevada, USA",2019-10-30 23:03:22,cabral,axcomrade,Positive,"great,efficient"
The_AntiLeft333 boysfun2 HuffPost I teach at a university and seemingly unlike you understand the hard work and,United States,2019-10-30 23:03:03,Betsey Burgin,betsey_burgin,Nutral,"hard,work"
B.C. school trustees approved a motion urging federal and provincial governments to make funding available for vape,"Vancouver, British Columbia",2019-10-30 23:03:00,CBC British Columbia,cbcnewsbc,Positive,available
MigraineTrust: Get migraine and returning to or starting college or university? We have a toolkit that can help you! It has info on stu,,2019-10-30 23:02:46,Patricia Illsley,triciaillsley,Nutral,
